기업명,내용,고용형태,경력,주소1,주소2,기간,직무키워드
㈜한길TIS,                                [한국세무사회 자회사] IT개발팀 팀원 경력 정규직 채용,경력1년↑,초대졸↑,서울,서울 서초구,~12/31(금),"JavaScript, DataWarehouse, DRM, ERP, ISP, 공공기관, 공기업, 재단법인, 협회, NGO, 세무법인, 세무컨설팅, 세무회계사무소, 회계법인, 데이터베이스, Oracle, 웹프로그래머, Java, jsp, 유지보수, 소프트웨어"
㈜디자인제이엔케이,                                인테리어 디자이너 / 시각디자인 브랜딩 사인디자인/프로젝트 매니저 경력직 채용,경력1년↑,초대졸↑,서울,서울 강남구,~12/31(금),"인테리어, 마케팅PM, 오피스인테리어, 인테리어 디자인, 인테리어영업, 인테리어CG, CG디자이너, PT, 오피스인테리어 CG, 오피스인테리어 디자이너, 인테리어 영업 마케팅 PM, 인테리어 마케팅 PM, 인테리어 프로젝트, 견적, 공무, 시공관리, 현장소장, 실내건축, 인테리어, 마케팅, 마케팅기획, 시장분석, 판촉, 국내영업, 법인영업, 제안·컨설팅, PM, 건축설계, 건축설비설계, CAD, CAM, 3D, 3DMax, 포토샵, CG, 실내디자인, 건축설계, 건축시공, 실내건축, 실내디자인, 인테리어, 인테리어시공, CAD, 건설현장, 건축시공, 건축CM, 공무, 시공, 시공감리, 현장관리"
자연물질연구소,                                기능성 소재개발 및 TDDS 연구인력 채용,신입·경력,학력무관,서울,서울 금천구,~12/31(금),"화장품, 기술연구소, 기술직, 연구원, 제품개발, 화장품, 화학, R&D, 바이오, 미생물, 임상개발, 세포배양, 효소, 생명공학, 신소재개발, 연구·실험·기술, 화학·섬유"
㈜모스트인베스트,                                [증권TM/장외주식TM] 지점별 채용구월지점 팀원모집/지점장과 팀단위모집 / 환수X / 정착지원금 200만 / 월 최소 1500만이상 가능                            ,경력무관,학력무관,경기 외,경기 광명시 외,~01/02(일),"텔러, 투자자문, 애널리스트, 재정설계, 증권사, 펀드매니저, 개인고객영업, 금융영업, 증권, 텔러, 투자상담, 고객관리, 매출관리, 아웃바운드TM, 증권·보험, 회원관리, 고객상담, 고객응대, 고객지원, 인바운드TM, 증권·투신, 제품홍보, 회원관리, 고객관리, 금융상담"
㈜크린피아,                                창고 포장업무 담당직원 채용,신입·경력,고졸↑,경기,경기 성남시,~02/27(일),"상사, 물류, 창고관리, 물류관리, 상품입출고, 재고관리, 물류, 물류관리, 상품입출고, 재고관리, 창고관리, 포장"
레고랜드코리아(유),                                2022년 레고랜드코리아 리조트 MC(모델시티즌) 대규모 채용,신입,학력무관,강원 외,강원 춘천시 외,~12/31(금),"영화관, 레크레이션, 식음, 테마파크, F&B, 레고랜드, 놀이공원, 계산원, 매장관리, 판매관리, 프런트, 홀써빙, 홍보판촉, 고객상담, 고객응대, 고객지원, 대형할인점, 호텔·콘도, 음향, 조명, 조명기사, 촬영보조, 공연·전시기획, 무대제작, 뮤지컬·연극·무용, 스텝, 엑스트라, 시설관리, 안전, 안전, 안내, 예약·발권, 가이드, 호텔사무, 객실담당, 놀이공원, 레저, 스포츠, 오락, 청소·미화, 서빙, 카운터"
㈜씨앤에스솔루션컴퍼니,"                                [1,000만원 이상 벌어가실 분 클릭] 암호화폐 즐기면서 돈벌어가실 TM / 애널리스트 / 유튜브 액터를 채용합니다 [비트코인/가상화폐]                            ",경력무관,학력무관,서울 외,서울 금천구 외,~01/23(일),"경영기획, 경영분석, 고객응대, 아웃바운드TM, 애널리스트, 채권관리, 채권추심, 텔러, 투자심사, 회원관리, CS, 가상화폐, 고소득, 고연봉, 리딩, 블록체인, 비트코인, 암호화폐거래소, 암호화폐, 영업, 코인, 텔레마케터, 트레이더, tm, 차티스트, 코인리딩, 손해사정, 애널리스트, 재정설계, 증권사, 펀드매니저, 개인고객영업, 금융영업, 증권, 카드영업, 투자상담, 고객상담, 보험회사, 인바운드TM, 증권·투신, 콜센터, 고객관리, 단순홍보, 서비스홍보, 제품홍보, 회원관리, 고객관리, 금융사무, 금융상담, 대출상담, 대출심사"
㈜블록체인기술연구소,                                [2021년 하반기 수시 채용] 각 분야별 직원 모집                            ,경력무관,학력무관,서울 외,서울 강남구 외,~12/31(금),"블록체인, CISA, CCNP, DID, Fortigate, Flow, GIT, github, IOS, ISMS, IPS, Redux, React, SB, Sketch, UTM, WBS, Typescript, zeplin, UI·UX디자인, Apollo, 크립토, Defi, LEDGIS, 소프트웨어개발, 기획, 기획조사, 사업기획, 서비스기획, 총무, 인사, 광고기획, 마케팅, 마케팅기획, 바이럴마케팅, 소셜미디어, 시장분석, 업무제휴, 홍보, 홍보기획, SNS운영, 리서치, 네트워크관리, 네트워크엔지니어, 방화벽, 보안관리, 보안기술, 정보보안, CCNA, 모바일기획, 웹기획, 웹서비스기획, 컨텐츠기획, UI설계, 바이럴마케팅, 소셜마케팅, 온라인마케팅, 웹마케팅, 웹프로모션, HTML, Java, 아이폰, 안드로이드, 응용프로그래머, API, Application, C, C#, C++, Java, 웹접근성, 웹퍼블리셔, 웹표준, 자바스크립트, CSS3, HTML5, HTML코딩, UI·UX, 모바일UI, 웹UI, 일러스트레이터, 포토샵, CSS, GUI, HTML, Sketch, UI·UX디자인, 유지보수, 펌웨어, 하드웨어, DSP, FPGA, 소프트웨어, ISO, 일러스트레이터, 포토샵, GUI, 시장조사, 조사분석, 통계"
톤28,                                [맞춤화장품 1위 브랜드 톤28] 2021년 하반기 각 부문 공개채용,신입·경력,학력무관,경기,경기 성남시,~12/31(금),"UI·UX디자인, Sevelte, SCM Associate, 피부관리, 화장품, 경리, 부가세신고, 회계, ERP운용, 마케팅, 마케팅기획, 바이럴마케팅, 브랜딩, 소셜미디어, 시장분석, 업무제휴, 프로모션, 물류, 자재관리, 자재구매, 창고관리, 바이어관리, 바이어상담, 영어, 해외마케팅, 해외영업, 납품, 물류, 물류관리, 배송, 재고관리, 택배, 상품입출고, 자재관리, 자재구매, 재고관리, SCM, 상품기획, 상품입출고, 신상품개발, 온라인MD, 창고관리, MD, VMD, 국내영업, 일반영업, 화장품영업, 고객관리, 영업지원, 납품영업, 법인영업, 일반영업, 매장관리, 방문판매, 판매관리, 판매영업, 화장품판매, 아웃바운드TM, 고객상담, 고객응대, 고객지원, 인바운드TM, CS, 고객관리, 제품홍보, 바이럴마케팅, 소셜마케팅, 온라인마케팅, 웹마케팅, 웹프로모션, 게시판관리, 쇼핑몰, 웹표준, CSS, CSS3, HTML5, HTML코딩, UI·UX, 모바일UI, 웹UI, 일러스트레이터, 포토샵, CSS, HTML, UI·UX디자인, 영상편집, 프리미어, 파이널컷, 생산직, 포장, 생산기술, 연구관리, 제품개발, 화장품, R&D, 그래픽디자인, 시각디자인, 메이크업, 뷰티매니저, 피부관리"
㈜헤리티지벤처스,                                각 부문 경력직 채용 (경영관리/고객지원/해외마케팅/국내마케팅/디자인)                            ,경력무관,학력무관,서울,서울 종로구,상시채용,"쇼핑몰, 전자상거래, B2C, 생활용품, 소비재, 관리, 비품관리, 사무관리, 총무, 결산, 경리, 경영지원, 관리회계, 급여관리, 더존, 부가세신고, 예산관리, 원가, 원가회계, 전산회계, 출납, 판매관리, 회계, 국제회의, 마케팅, 마케팅기획, 브랜딩, 시장분석, 퍼블리싱, 프로모션, 무역일반, 바이어개발, 바이어관리, 바이어상담, 수출입계약, 영어, 중국어, 해외마케팅, 해외영업, 무역, 무역사무, 무역영어, 수출입무역, 오더관리, 고객상담, 고객응대, 고객지원, 인바운드TM, 인터넷쇼핑몰, CS, 고객관리, 제품홍보, 홍보상담, 회원관리, 웹기획, 웹서비스기획, 컨텐츠기획, 통계·로그분석, 온라인마케팅, 웹광고기획, 웹마케팅, 게시판관리, 쇼핑몰, 웹사이트운영, 카페·블로그관리, 컨텐츠관리, 컨텐츠에디터, 웹퍼블리셔, 자바스크립트, HTML5, HTML코딩, UI·UX, 일러스트레이터, 자바스크립트, 포토샵, HTML, UI·UX디자인, 그래픽디자인, 시각디자인, 일러스트레이터, 포토샵, 산업디자인, 패키지디자인, POP디자인, 중국어, 통역"
㈜행복플러스원,                                [기본급 250만원-실적무관] 부동산 배우며 일하실분 채용,신입·경력,학력무관,서울 외,서울 광진구 외,상시채용,"부동산운용, 부동산투자, 투자상담, 보험영업, 펀드매니저, 공인중개사, 매입매각, 부동산개발, 부동산관리, 부동산금융, 부동산서비스, 부동산운용, 부동산중개, 부동산컨설팅, 분양, 빌딩, 사무실, 상가, 상담, 아파트, 양도양수, 오피스텔, 임대컨설팅, 경영기획, 경영혁신, 기획, 사업기획, 서비스기획, 신규사업·BD, 조직관리, 타당성분석, 문서관리, 문서작성, 사무보조, 워드, 전산입력, 홈페이지관리, Excel, 국내영업, 법인영업, 일반영업, 부동산영업, 거래처관리, 고객관리, 매출관리, 영업관리, 영업기획, 영업지원, 법인영업, 일반영업, 보험, 아웃바운드TM, 증권·보험, 해피콜, 회원관리, 고객상담, 고객응대, 고객지원, 보험회사, 부동산, 인바운드TM, CS, 고객관리, 단순홍보, 서비스홍보, 홍보상담, 회원관리, 제안·컨설팅, 감정평가, 견적·시세, 경매입찰, 공인중개사, 매입·매각, 모델하우스, 부동산, 부동산개발, 부동산경매, 부동산시행, 부동산컨설팅, 분양대행, 분양상담사, 아파트·빌라, 양도·양수, 임대·임대컨설팅, 주택관리사, 해외부동산, 상가·사무실, 영업·홍보, 거래처관리, 경영지원, 고객관리, 금융사무, 금융상담, 대출상담, 대출심사, 채권관리"
㈜케이씨씨글라스,                                KCC글라스 신입/경력 수시채용,신입·경력,초대졸↑,충남 외,충남 아산시 외,~01/10(월),"건축영업, 인테리어영업, UI·UX디자인, 도배·도색·벽지, 샤시·베란다, 실내건축, 인테리어, 자재, 조명, 건축자재, 유리, 경리, 기장, 원가, 전산회계, 출납, 회계, 국내영업, 기술영업, 납품영업, 법인영업, 일반영업, 장비영업, 기술영업, 거래선개발관리, 거래처관리, 고객관리, 납품관리, 대리점관리, 매출관리, 영업관리, 영업기획, 영업지원, 외주관리, 전역장교, 납품영업, 법인영업, 일반영업, 품질, 품질관리, ISO, 사출, 설비, 연마, 유리, 절단, 제조, 비금속, 신소재, 건축, 기계, 생산기술, 생산기술, 제품개발, 화학, 환경, 전기, 전기·전자회로, 전기설비, PLC, 풍력·수력·태양열, 건축설비설계, 기계설계, 기구설계, AutoCad, 공간디자인, 디자인기타, 실내디자인, 인테리어, 인테리어설계, 인테리어시공, 전시인테리어, 조경디자인, 로스쿨, 로펌, 법률서비스, 법학전공, 변호사, 환경, 금속·철강, 기계·자동차, 로봇·자동화, 반도체·LCD, 신소재개발, 연구·실험·기술, 제조·공정, 화학·섬유"
㈜태성건설개발,                                (기본급 월300/차등지급) 부동산 제대로 배우면서 일하실 신입채용,신입·경력,고졸↑,서울,서울 송파구,~01/09(일),"공인중개사, 부동산서비스, 부동산중개, 부동산컨설팅, 부동산투자, 분양, 빌딩, 사무실, 상가, 상담, 아파트, 양도양수, 토지, 해외부동산, 경영기획, 경영혁신, 기획, 사업기획, 서비스기획, 문서관리, 문서작성, 전산입력, Excel, 국내영업, 법인영업, 일반영업, 부동산영업, 거래선개발관리, 거래처관리, 고객관리, 매출관리, 영업관리, 영업기획, 외주관리, 법인영업, 일반영업, 보험, 아웃바운드TM, 증권·보험, 해피콜, 회원관리, 고객상담, 고객응대, 고객지원, 보험회사, 부동산, 인바운드TM, CS, 고객관리, 단순홍보, 서비스홍보, 홍보상담, 회원관리, 제안·컨설팅, 감정평가, 견적·시세, 경매입찰, 공인중개사, 매입·매각, 모델하우스, 부동산, 부동산개발, 부동산경매, 부동산시행, 부동산컨설팅, 분양대행, 분양상담사, 아파트·빌라, 양도·양수, 임대·임대컨설팅, 주택관리사, 해외부동산, 상가·사무실, 영업·홍보, 거래처관리, 경영지원, 고객관리, 금융사무, 금융상담, 대출상담, 대출심사, 채권관리"
㈜엘렌쥬얼리,"                                쇼핑몰 사무보조 / CS (고객관리 및 상담) 정규직 채용(경력무관,초보자가능)                            ",신입,학력무관,서울,서울 동대문구,상시채용,"UI·UX디자인, 판매, 사무보조, 홈페이지관리, Excel, 상품기획, 상품입출고, 온라인MD, MD, 인터넷쇼핑몰, CS, 게시판관리, 쇼핑몰, 웹사이트운영, 컨텐츠관리, 모바일UI, 웹UI, 일러스트레이터, 포토샵, UI·UX디자인"
SMC 엔지니어링㈜,                                [경기 이천/충북 청주 하이닉스] 반도체 장비 4조 3교대 채용,신입·경력,고졸↑,경기 외,경기 이천시 외,~01/03(월),"반도체장비, 보건관리자, PR교체, 펌프교체, 기계, 설비, 시설, 반도체, 반도체장비, 기계, 기능직, 설비, 조립, 반도체, 안전, 기술지원, 유지보수, 정비, A·S, 산업안전"
